variant,N,P,imb,delta,rep,seconds,rc
ghc,1000,8,1,2,5,0.012361,0
ghc,1000,8,1,2,6,0.012292,0
ghc,1000,8,1,2,7,0.012296,0
ghc,1000,8,1,2,8,0.012605,0
ghc,1000,8,1,2,9,0.012481,0
ghc,1000,8,1,2,10,0.012312,0
ghc,1000,8,1,-2,1,0.012490,0
ghc,1000,8,1,-2,2,0.012174,0
ghc,1000,8,1,-2,3,0.012403,0
ghc,1000,8,1,-2,4,0.012316,0
ghc,1000,8,1,-2,5,0.012181,0
ghc,1000,8,1,-2,6,0.012152,0
ghc,1000,8,1,-2,7,0.012416,0
ghc,1000,8,1,-2,8,0.012378,0
ghc,1000,8,1,-2,9,0.012427,0
ghc,1000,8,1,-2,10,0.012308,0
ghc,1000,8,25,0,1,0.012403,0
ghc,1000,8,25,0,2,0.012236,0
ghc,1000,8,25,0,3,0.012379,0
ghc,1000,8,25,0,4,0.012335,0
ghc,1000,8,25,0,5,0.011998,0
ghc,1000,8,25,0,6,0.012115,0
ghc,1000,8,25,0,7,0.012365,0
ghc,1000,8,25,0,8,0.012351,0
ghc,1000,8,25,0,9,0.012332,0
ghc,1000,8,25,0,10,0.012254,0
ghc,1000,8,25,2,1,0.012420,0
ghc,1000,8,25,2,2,0.012305,0
ghc,1000,8,25,2,3,0.012380,0
ghc,1000,8,25,2,4,0.012346,0
ghc,1000,8,25,2,5,0.012279,0
ghc,1000,8,25,2,6,0.012149,0
ghc,1000,8,25,2,7,0.012203,0
ghc,1000,8,25,2,8,0.012326,0
ghc,1000,8,25,2,9,0.012345,0
ghc,1000,8,25,2,10,0.012245,0
ghc,1000,8,25,-2,1,0.012323,0
ghc,1000,8,25,-2,2,0.012146,0
ghc,1000,8,25,-2,3,0.012148,0
ghc,1000,8,25,-2,4,0.012230,0
ghc,1000,8,25,-2,5,0.012235,0
ghc,1000,8,25,-2,6,0.012252,0
ghc,1000,8,25,-2,7,0.012264,0
ghc,1000,8,25,-2,8,0.012042,0
ghc,1000,8,25,-2,9,0.012076,0
ghc,1000,8,25,-2,10,0.012221,0
ghc,1000,8,50,0,1,0.012476,0
ghc,1000,8,50,0,2,0.012420,0
ghc,1000,8,50,0,3,0.012437,0
ghc,1000,8,50,0,4,0.012510,0
ghc,1000,8,50,0,5,0.012369,0
ghc,1000,8,50,0,6,0.012380,0
ghc,1000,8,50,0,7,0.012354,0
ghc,1000,8,50,0,8,0.012331,0
ghc,1000,8,50,0,9,0.012340,0
ghc,1000,8,50,0,10,0.012312,0
ghc,1000,8,50,2,1,0.012281,0
ghc,1000,8,50,2,2,0.012003,0
ghc,1000,8,50,2,3,0.012087,0
ghc,1000,8,50,2,4,0.012259,0
ghc,1000,8,50,2,5,0.012453,0
ghc,1000,8,50,2,6,0.012230,0
ghc,1000,8,50,2,7,0.012202,0
ghc,1000,8,50,2,8,0.012266,0
ghc,1000,8,50,2,9,0.012223,0
ghc,1000,8,50,2,10,0.011927,0
ghc,1000,8,50,-2,1,0.012397,0
ghc,1000,8,50,-2,2,0.012058,0
ghc,1000,8,50,-2,3,0.012389,0
ghc,1000,8,50,-2,4,0.012300,0
ghc,1000,8,50,-2,5,0.012089,0
ghc,1000,8,50,-2,6,0.012185,0
ghc,1000,8,50,-2,7,0.012301,0
ghc,1000,8,50,-2,8,0.012378,0
ghc,1000,8,50,-2,9,0.012333,0
ghc,1000,8,50,-2,10,0.012123,0
ghc,1000,8,75,0,1,0.012486,0
ghc,1000,8,75,0,2,0.012057,0
ghc,1000,8,75,0,3,0.012498,0
ghc,1000,8,75,0,4,0.012290,0
ghc,1000,8,75,0,5,0.012428,0
ghc,1000,8,75,0,6,0.012274,0
ghc,1000,8,75,0,7,0.012189,0
ghc,1000,8,75,0,8,0.012272,0
ghc,1000,8,75,0,9,0.012326,0
ghc,1000,8,75,0,10,0.012327,0
ghc,1000,8,75,2,1,0.012377,0
ghc,1000,8,75,2,2,0.012253,0
ghc,1000,8,75,2,3,0.012281,0
ghc,1000,8,75,2,4,0.012424,0
ghc,1000,8,75,2,5,0.012310,0
ghc,1000,8,75,2,6,0.012281,0
ghc,1000,8,75,2,7,0.012329,0
ghc,1000,8,75,2,8,0.012284,0
ghc,1000,8,75,2,9,0.012390,0
ghc,1000,8,75,2,10,0.012301,0
ghc,1000,8,75,-2,1,0.012358,0
ghc,1000,8,75,-2,2,0.012106,0
ghc,1000,8,75,-2,3,0.012232,0
ghc,1000,8,75,-2,4,0.012208,0
ghc,1000,8,75,-2,5,0.012429,0
ghc,1000,8,75,-2,6,0.012347,0
ghc,1000,8,75,-2,7,0.012207,0
ghc,1000,8,75,-2,8,0.012252,0
ghc,1000,8,75,-2,9,0.012238,0
ghc,1000,8,75,-2,10,0.012249,0
ghc,1000,8,100,0,1,0.057501,0
ghc,1000,8,100,0,2,0.080267,0
ghc,1000,8,100,0,3,0.067403,0
ghc,1000,8,100,0,4,0.067154,0
ghc,1000,8,100,0,5,0.078735,0
ghc,1000,8,100,0,6,0.078107,0
ghc,1000,8,100,0,7,0.067775,0
ghc,1000,8,100,0,8,0.066525,0
ghc,1000,8,100,0,9,0.068017,0
ghc,1000,8,100,0,10,0.067866,0
ghc,1000,8,100,2,1,0.068561,0
ghc,1000,8,100,2,2,0.080280,0
ghc,1000,8,100,2,3,0.067213,0
ghc,1000,8,100,2,4,0.067693,0
ghc,1000,8,100,2,5,0.069301,0
ghc,1000,8,100,2,6,0.068205,0
ghc,1000,8,100,2,7,0.068246,0
ghc,1000,8,100,2,8,0.079424,0
ghc,1000,8,100,2,9,0.080240,0
ghc,1000,8,100,2,10,0.078397,0
ghc,1000,8,100,-2,1,0.066171,0
ghc,1000,8,100,-2,2,0.079062,0
ghc,1000,8,100,-2,3,0.078555,0
ghc,1000,8,100,-2,4,0.078895,0
ghc,1000,8,100,-2,5,0.079454,0
ghc,1000,8,100,-2,6,0.068827,0
ghc,1000,8,100,-2,7,0.069460,0
ghc,1000,8,100,-2,8,0.068002,0
ghc,1000,8,100,-2,9,0.067447,0
ghc,1000,8,100,-2,10,0.067749,0
ghc,2000,2,1,0,1,0.012278,0
ghc,2000,2,1,0,2,0.012356,0
ghc,2000,2,1,0,3,0.012315,0
ghc,2000,2,1,0,4,0.012285,0
ghc,2000,2,1,0,5,0.012342,0
ghc,2000,2,1,0,6,0.012323,0
ghc,2000,2,1,0,7,0.012497,0
ghc,2000,2,1,0,8,0.012395,0
ghc,2000,2,1,0,9,0.012295,0
ghc,2000,2,1,0,10,0.012389,0
ghc,2000,2,1,2,1,0.012166,0
ghc,2000,2,1,2,2,0.012171,0
ghc,2000,2,1,2,3,0.012412,0
ghc,2000,2,1,2,4,0.012199,0
ghc,2000,2,1,2,5,0.012286,0
ghc,2000,2,1,2,6,0.012403,0
ghc,2000,2,1,2,7,0.012204,0
ghc,2000,2,1,2,8,0.012269,0
ghc,2000,2,1,2,9,0.012290,0
ghc,2000,2,1,2,10,0.012195,0
ghc,2000,2,1,-2,1,0.012315,0
