variant,N,P,edge_prob,seed,rep,seconds,colors,valid,rc
ghc,650,4,0.3,42,1,1.5889205e-2,84,True,0
ghc,650,4,0.3,42,2,1.6571298e-2,84,True,0
ghc,650,4,0.3,42,3,1.6904113e-2,84,True,0
ghc,650,8,0.3,42,1,1.5888546e-2,81,True,0
ghc,650,8,0.3,42,2,1.6733961e-2,81,True,0
ghc,650,8,0.3,42,3,1.7320745e-2,81,True,0
ghc,700,1,0.3,42,1,1.5215975e-2,76,True,0
ghc,700,1,0.3,42,2,1.5565377e-2,76,True,0
ghc,700,1,0.3,42,3,1.544875e-2,76,True,0
ghc,700,2,0.3,42,1,1.7819554e-2,85,True,0
ghc,700,2,0.3,42,2,1.7732094e-2,85,True,0
ghc,700,2,0.3,42,3,1.7984608e-2,85,True,0
ghc,700,4,0.3,42,1,2.0522788e-2,85,True,0
ghc,700,4,0.3,42,2,1.9111746e-2,85,True,0
ghc,700,4,0.3,42,3,1.9008828e-2,85,True,0
ghc,700,8,0.3,42,1,1.8260688e-2,83,True,0
ghc,700,8,0.3,42,2,1.8613438e-2,83,True,0
ghc,700,8,0.3,42,3,1.8374352e-2,83,True,0
ghc,750,1,0.3,42,1,1.7275271e-2,78,True,0
ghc,750,1,0.3,42,2,1.8181072e-2,78,True,0
ghc,750,1,0.3,42,3,1.8097518e-2,78,True,0
ghc,750,2,0.3,42,1,2.018382e-2,89,True,0
ghc,750,2,0.3,42,2,1.9783862e-2,89,True,0
ghc,750,2,0.3,42,3,2.084779e-2,89,True,0
ghc,750,4,0.3,42,1,2.170979e-2,95,True,0
ghc,750,4,0.3,42,2,2.3092153e-2,95,True,0
ghc,750,4,0.3,42,3,2.2745343e-2,95,True,0
ghc,750,8,0.3,42,1,2.1392161e-2,94,True,0
ghc,750,8,0.3,42,2,2.3734653e-2,94,True,0
ghc,750,8,0.3,42,3,2.2139839e-2,94,True,0
ghc,800,1,0.3,42,1,2.0730073e-2,83,True,0
ghc,800,1,0.3,42,2,2.0934083e-2,83,True,0
ghc,800,1,0.3,42,3,2.1218144e-2,83,True,0
ghc,800,2,0.3,42,1,2.347069e-2,95,True,0
ghc,800,2,0.3,42,2,2.3647868e-2,95,True,0
ghc,800,2,0.3,42,3,2.4227326e-2,95,True,0
ghc,800,4,0.3,42,1,2.4948696e-2,96,True,0
ghc,800,4,0.3,42,2,2.5455523e-2,96,True,0
ghc,800,4,0.3,42,3,2.411225e-2,96,True,0
ghc,800,8,0.3,42,1,2.5818249e-2,94,True,0
ghc,800,8,0.3,42,2,2.476046e-2,94,True,0
ghc,800,8,0.3,42,3,2.5943378e-2,94,True,0
ghc,850,1,0.3,42,1,2.4592971e-2,87,True,0
ghc,850,1,0.3,42,2,2.3701904e-2,87,True,0
ghc,850,1,0.3,42,3,2.4116705e-2,87,True,0
ghc,850,2,0.3,42,1,2.4737408e-2,97,True,0
ghc,850,2,0.3,42,2,2.6456338e-2,97,True,0
ghc,850,2,0.3,42,3,2.5361233e-2,97,True,0
ghc,850,4,0.3,42,1,2.7756757e-2,99,True,0
ghc,850,4,0.3,42,2,2.7655494e-2,99,True,0
ghc,850,4,0.3,42,3,2.7806823e-2,99,True,0
ghc,850,8,0.3,42,1,2.9323651e-2,97,True,0
ghc,850,8,0.3,42,2,2.7863561e-2,97,True,0
ghc,850,8,0.3,42,3,2.9929618e-2,97,True,0
ghc,900,1,0.3,42,1,2.7792703e-2,90,True,0
ghc,900,1,0.3,42,2,2.7849075e-2,90,True,0
ghc,900,1,0.3,42,3,2.8007056e-2,90,True,0
ghc,900,2,0.3,42,1,2.8783837e-2,107,True,0
ghc,900,2,0.3,42,2,3.0018206e-2,107,True,0
ghc,900,2,0.3,42,3,2.914866e-2,107,True,0
ghc,900,4,0.3,42,1,3.1885393e-2,107,True,0
ghc,900,4,0.3,42,2,3.1278493e-2,107,True,0
ghc,900,4,0.3,42,3,3.1220412e-2,107,True,0
ghc,900,8,0.3,42,1,3.155996e-2,102,True,0
ghc,900,8,0.3,42,2,3.2195166e-2,102,True,0
ghc,900,8,0.3,42,3,3.0763611e-2,102,True,0
ghc,950,1,0.3,42,1,2.9207313e-2,95,True,0
ghc,950,1,0.3,42,2,2.9307038e-2,95,True,0
ghc,950,1,0.3,42,3,2.9908785e-2,95,True,0
ghc,950,2,0.3,42,1,3.3197975e-2,106,True,0
ghc,950,2,0.3,42,2,3.5019052e-2,106,True,0
ghc,950,2,0.3,42,3,3.1892406e-2,106,True,0
ghc,950,4,0.3,42,1,3.4326063e-2,111,True,0
ghc,950,4,0.3,42,2,3.4024537e-2,111,True,0
ghc,950,4,0.3,42,3,3.3725527e-2,111,True,0
ghc,950,8,0.3,42,1,3.4316172e-2,106,True,0
ghc,950,8,0.3,42,2,3.5708373e-2,106,True,0
ghc,950,8,0.3,42,3,3.6044906e-2,106,True,0
ghc,1000,1,0.3,42,1,3.2633291e-2,98,True,0
ghc,1000,1,0.3,42,2,3.404771e-2,98,True,0
ghc,1000,1,0.3,42,3,3.2270205e-2,98,True,0
ghc,1000,2,0.3,42,1,3.5070828e-2,109,True,0
ghc,1000,2,0.3,42,2,3.8538306e-2,109,True,0
ghc,1000,2,0.3,42,3,3.4602963e-2,109,True,0
ghc,1000,4,0.3,42,1,3.966504e-2,111,True,0
ghc,1000,4,0.3,42,2,3.740006e-2,111,True,0
ghc,1000,4,0.3,42,3,3.8946318e-2,111,True,0
ghc,1000,8,0.3,42,1,3.8650884e-2,110,True,0
ghc,1000,8,0.3,42,2,3.8498329e-2,110,True,0
ghc,1000,8,0.3,42,3,3.8265759e-2,110,True,0
