variant,N,P,rep,seconds,rc
asm,40000,10,10,3.341970,0
asm,40000,12,1,3.418118,0
asm,40000,12,2,3.411853,0
asm,40000,12,3,3.472468,0
asm,40000,12,4,3.313833,0
asm,40000,12,5,3.432585,0
asm,40000,12,6,3.512152,0
asm,40000,12,7,3.490127,0
asm,40000,12,8,3.491233,0
asm,40000,12,9,3.427223,0
asm,40000,12,10,3.344607,0
asm,45000,2,1,3.281401,0
asm,45000,2,2,3.271881,0
asm,45000,2,3,3.319364,0
asm,45000,2,4,3.305926,0
asm,45000,2,5,3.289548,0
asm,45000,2,6,3.331472,0
asm,45000,2,7,3.328552,0
asm,45000,2,8,3.318454,0
asm,45000,2,9,3.347524,0
asm,45000,2,10,3.320727,0
asm,45000,4,1,3.590810,0
asm,45000,4,2,3.603334,0
asm,45000,4,3,3.679398,0
asm,45000,4,4,3.549252,0
asm,45000,4,5,3.652391,0
asm,45000,4,6,3.588132,0
asm,45000,4,7,3.589228,0
asm,45000,4,8,3.641758,0
asm,45000,4,9,3.641246,0
asm,45000,4,10,3.673864,0
asm,45000,6,1,3.561199,0
asm,45000,6,2,3.480739,0
asm,45000,6,3,3.491918,0
asm,45000,6,4,3.485744,0
asm,45000,6,5,3.519416,0
asm,45000,6,6,3.495016,0
asm,45000,6,7,3.430036,0
asm,45000,6,8,3.486561,0
asm,45000,6,9,3.465981,0
asm,45000,6,10,3.471406,0
asm,45000,8,1,3.823500,0
asm,45000,8,2,3.738809,0
asm,45000,8,3,3.733082,0
asm,45000,8,4,3.784808,0
asm,45000,8,5,3.785436,0
asm,45000,8,6,3.807512,0
asm,45000,8,7,3.814672,0
asm,45000,8,8,3.763391,0
asm,45000,8,9,3.800441,0
asm,45000,8,10,3.801366,0
asm,45000,10,1,3.685961,0
asm,45000,10,2,3.708252,0
asm,45000,10,3,3.662673,0
asm,45000,10,4,3.723707,0
asm,45000,10,5,3.735101,0
asm,45000,10,6,3.752312,0
asm,45000,10,7,3.705356,0
asm,45000,10,8,3.711214,0
asm,45000,10,9,3.771702,0
asm,45000,10,10,3.732022,0
asm,45000,12,1,3.897346,0
asm,45000,12,2,3.809783,0
asm,45000,12,3,3.680953,0
asm,45000,12,4,3.757065,0
asm,45000,12,5,3.748322,0
asm,45000,12,6,3.880058,0
asm,45000,12,7,3.822780,0
asm,45000,12,8,3.791303,0
asm,45000,12,9,3.969144,0
asm,45000,12,10,3.781271,0
asm,50000,2,1,3.601227,0
asm,50000,2,2,3.744606,0
asm,50000,2,3,3.707921,0
asm,50000,2,4,3.686337,0
asm,50000,2,5,3.696251,0
asm,50000,2,6,3.662279,0
asm,50000,2,7,3.679762,0
asm,50000,2,8,3.624431,0
asm,50000,2,9,3.755485,0
asm,50000,2,10,3.787640,0
asm,50000,4,1,3.999368,0
asm,50000,4,2,4.064936,0
asm,50000,4,3,4.041540,0
asm,50000,4,4,4.036313,0
asm,50000,4,5,4.100690,0
asm,50000,4,6,3.995019,0
asm,50000,4,7,4.077586,0
asm,50000,4,8,4.030550,0
asm,50000,4,9,4.009252,0
asm,50000,4,10,4.003686,0
asm,50000,6,1,3.931899,0
asm,50000,6,2,3.881206,0
asm,50000,6,3,3.822388,0
asm,50000,6,4,3.912443,0
asm,50000,6,5,3.891299,0
asm,50000,6,6,4.026512,0
asm,50000,6,7,4.016409,0
asm,50000,6,8,4.027346,0
asm,50000,6,9,3.988263,0
asm,50000,6,10,4.021314,0
asm,50000,8,1,4.146399,0
asm,50000,8,2,4.156710,0
asm,50000,8,3,4.110871,0
asm,50000,8,4,4.171126,0
asm,50000,8,5,4.179392,0
asm,50000,8,6,4.193565,0
asm,50000,8,7,4.147427,0
asm,50000,8,8,4.144005,0
asm,50000,8,9,4.156116,0
asm,50000,8,10,4.198803,0
asm,50000,10,1,4.128542,0
asm,50000,10,2,4.117258,0
asm,50000,10,3,4.061677,0
asm,50000,10,4,4.126679,0
asm,50000,10,5,4.122759,0
asm,50000,10,6,4.109523,0
asm,50000,10,7,4.099789,0
asm,50000,10,8,4.145475,0
asm,50000,10,9,4.118775,0
asm,50000,10,10,4.098523,0
asm,50000,12,1,4.318806,0
asm,50000,12,2,4.111293,0
asm,50000,12,3,4.325969,0
asm,50000,12,4,4.155189,0
asm,50000,12,5,4.242075,0
asm,50000,12,6,4.279739,0
asm,50000,12,7,4.102325,0
asm,50000,12,8,4.283757,0
asm,50000,12,9,4.344466,0
asm,50000,12,10,4.423828,0
asm,55000,2,1,4.016242,0
asm,55000,2,2,4.090311,0
asm,55000,2,3,4.055135,0
asm,55000,2,4,4.058610,0
asm,55000,2,5,4.045394,0
asm,55000,2,6,4.147062,0
asm,55000,2,7,4.079935,0
asm,55000,2,8,3.996556,0
asm,55000,2,9,4.054161,0
asm,55000,2,10,4.089948,0
asm,55000,4,1,4.290076,0
asm,55000,4,2,4.370382,0
asm,55000,4,3,4.430370,0
asm,55000,4,4,4.360534,0
asm,55000,4,5,4.430824,0
asm,55000,4,6,4.404354,0
asm,55000,4,7,4.465443,0
asm,55000,4,8,4.451245,0
asm,55000,4,9,4.418118,0
asm,55000,4,10,4.412392,0
asm,55000,6,1,4.218358,0
asm,55000,6,2,4.132171,0
asm,55000,6,3,4.252343,0
asm,55000,6,4,4.234554,0
asm,55000,6,5,4.150503,0
asm,55000,6,6,4.207556,0
asm,55000,6,7,4.169164,0
asm,55000,6,8,4.092274,0
