variant,N,P,rep,seconds,rc
super,500,4,6,0.342106914,0
super,500,4,7,0.332498558,0
super,500,4,8,0.334806633,0
super,500,4,9,0.347501807,0
super,500,4,10,0.558141478,0
super,500,8,1,0.184694291,0
super,500,8,2,0.190668778,0
super,500,8,3,0.194683765,0
super,500,8,4,0.203020086,0
super,500,8,5,0.189511854,0
super,500,8,6,0.191511162,0
super,500,8,7,0.199518357,0
super,500,8,8,0.191330819,0
super,500,8,9,0.188930597,0
super,500,8,10,0.192039056,0
super,550,1,1,1.244770654,0
super,550,1,2,1.229719774,0
super,550,1,3,1.239508208,0
super,550,1,4,1.229791964,0
super,550,1,5,1.258768853,0
super,550,1,6,1.218885173,0
super,550,1,7,1.242339265,0
super,550,1,8,1.243795007,0
super,550,1,9,1.231990860,0
super,550,1,10,1.243309187,0
super,550,2,1,1.425410360,0
super,550,2,2,1.411717014,0
super,550,2,3,1.420595274,0
super,550,2,4,0.881906278,0
super,550,2,5,1.426052842,0
super,550,2,6,1.431883743,0
super,550,2,7,1.421319144,0
super,550,2,8,0.873305440,0
super,550,2,9,1.420561621,0
super,550,2,10,1.426100351,0
super,550,4,1,0.445965843,0
super,550,4,2,0.738158485,0
super,550,4,3,0.449712789,0
super,550,4,4,0.451384330,0
super,550,4,5,0.442206843,0
super,550,4,6,0.449493587,0
super,550,4,7,0.446335892,0
super,550,4,8,0.453762467,0
super,550,4,9,0.455462909,0
super,550,4,10,0.443676975,0
super,550,8,1,0.250499018,0
super,550,8,2,0.254808076,0
super,550,8,3,0.262161972,0
super,550,8,4,0.249969801,0
super,550,8,5,0.252569209,0
super,550,8,6,0.254045715,0
super,550,8,7,0.258755765,0
super,550,8,8,0.247197577,0
super,550,8,9,0.251071120,0
super,550,8,10,0.250385276,0
super,600,1,1,1.621933987,0
super,600,1,2,1.612240779,0
super,600,1,3,1.602404930,0
super,600,1,4,1.599823514,0
super,600,1,5,1.609576244,0
super,600,1,6,1.600020976,0
super,600,1,7,1.632485265,0
super,600,1,8,1.609611627,0
super,600,1,9,1.638740188,0
super,600,1,10,1.641856898,0
super,600,2,1,1.143212235,0
super,600,2,2,1.869649139,0
super,600,2,3,1.860105654,0
super,600,2,4,1.855106543,0
super,600,2,5,1.149336257,0
super,600,2,6,1.859105251,0
super,600,2,7,1.859555333,0
super,600,2,8,1.153848194,0
super,600,2,9,1.872031541,0
super,600,2,10,1.863506351,0
super,600,4,1,0.594714560,0
super,600,4,2,0.590677101,0
super,600,4,3,0.596396392,0
super,600,4,4,0.587106687,0
super,600,4,5,0.589931227,0
super,600,4,6,0.592894290,0
super,600,4,7,0.587660329,0
super,600,4,8,0.579751760,0
super,600,4,9,0.586712240,0
super,600,4,10,0.586800524,0
super,600,8,1,0.322223121,0
super,600,8,2,0.325280991,0
super,600,8,3,0.323819682,0
super,600,8,4,0.332774408,0
super,600,8,5,0.324435896,0
