variant,N,P,rep,seconds,rc
parpseq,250,8,8,3.1577115e-2,0
parpseq,250,8,9,2.8717424e-2,0
parpseq,250,8,10,3.7703659e-2,0
parpseq,300,1,1,0.187715207,0
parpseq,300,1,2,0.18285012,0
parpseq,300,1,3,0.191141004,0
parpseq,300,1,4,0.192676193,0
parpseq,300,1,5,0.181037241,0
parpseq,300,1,6,0.17773084,0
parpseq,300,1,7,0.178210006,0
parpseq,300,1,8,0.21166419,0
parpseq,300,1,9,0.170481949,0
parpseq,300,1,10,0.178193091,0
parpseq,300,2,1,0.154520411,0
parpseq,300,2,2,0.193991456,0
parpseq,300,2,3,0.164582221,0
parpseq,300,2,4,0.166708451,0
parpseq,300,2,5,0.191423398,0
parpseq,300,2,6,0.164910402,0
parpseq,300,2,7,0.182015924,0
parpseq,300,2,8,0.184649978,0
parpseq,300,2,9,0.147978278,0
parpseq,300,2,10,0.195081888,0
parpseq,300,4,1,7.6303674e-2,0
parpseq,300,4,2,6.2688769e-2,0
parpseq,300,4,3,8.2277293e-2,0
parpseq,300,4,4,6.7191332e-2,0
parpseq,300,4,5,7.07926e-2,0
parpseq,300,4,6,6.6404097e-2,0
parpseq,300,4,7,7.140873e-2,0
parpseq,300,4,8,6.3714724e-2,0
parpseq,300,4,9,8.430566e-2,0
parpseq,300,4,10,8.1182786e-2,0
parpseq,300,8,1,4.7318581e-2,0
parpseq,300,8,2,5.0534105e-2,0
parpseq,300,8,3,4.4982853e-2,0
parpseq,300,8,4,4.8251345e-2,0
parpseq,300,8,5,4.6950479e-2,0
parpseq,300,8,6,4.505343e-2,0
parpseq,300,8,7,4.6989882e-2,0
parpseq,300,8,8,4.959887e-2,0
parpseq,300,8,9,4.4483901e-2,0
parpseq,300,8,10,5.2670369e-2,0
parpseq,350,1,1,0.354292274,0
parpseq,350,1,2,0.40001527,0
parpseq,350,1,3,0.350363436,0
parpseq,350,1,4,0.414454006,0
parpseq,350,1,5,0.354574641,0
parpseq,350,1,6,0.40089013,0
parpseq,350,1,7,0.375504894,0
parpseq,350,1,8,0.400021327,0
parpseq,350,1,9,0.354742776,0
parpseq,350,1,10,0.406126938,0
