variant,N,cutoff,P,rep,seconds,checksum,expected
strategies,7500000,512,19,4,0.775190756,1442024102,1442024102
strategies,7500000,512,19,5,0.821410873,1442024102,1442024102
strategies,7500000,512,19,6,0.78111201,1442024102,1442024102
strategies,7500000,512,19,7,0.665909241,1442024102,1442024102
parpseq,7500000,512,19,1,0.963507944,1442024102,1442024102
parpseq,7500000,512,19,2,1.539804209,1442024102,1442024102
parpseq,7500000,512,19,3,1.329933787,1442024102,1442024102
parpseq,7500000,512,19,4,1.247770798,1442024102,1442024102
parpseq,7500000,512,19,5,1.130251185,1442024102,1442024102
parpseq,7500000,512,19,6,1.135414235,1442024102,1442024102
parpseq,7500000,512,19,7,1.632155605,1442024102,1442024102
sucuri,7500000,512,19,1,0.5446265712380409,1442024102,1442024102
sucuri,7500000,512,19,2,0.539460439234972,1442024102,1442024102
sucuri,7500000,512,19,3,0.5496243536472321,1442024102,1442024102
sucuri,7500000,512,19,4,0.4861934632062912,1442024102,1442024102
sucuri,7500000,512,19,5,0.48716866225004196,1442024102,1442024102
sucuri,7500000,512,19,6,0.5499446578323841,1442024102,1442024102
sucuri,7500000,512,19,7,0.5581605546176434,1442024102,1442024102
ribault_c,7500000,512,23,1,0.222879899,1442024102,1442024102
ribault_c,7500000,512,23,2,0.219581062,1442024102,1442024102
ribault_c,7500000,512,23,3,0.209970738,1442024102,1442024102
ribault_c,7500000,512,23,4,0.220398506,1442024102,1442024102
ribault_c,7500000,512,23,5,0.215163861,1442024102,1442024102
ribault_c,7500000,512,23,6,0.213891105,1442024102,1442024102
ribault_c,7500000,512,23,7,0.216501676,1442024102,1442024102
ribault_rust,7500000,512,23,1,0.191567145,1442024102,1442024102
ribault_rust,7500000,512,23,2,0.182825738,1442024102,1442024102
ribault_rust,7500000,512,23,3,0.195064671,1442024102,1442024102
ribault_rust,7500000,512,23,4,0.196326417,1442024102,1442024102
ribault_rust,7500000,512,23,5,0.184736585,1442024102,1442024102
ribault_rust,7500000,512,23,6,0.184347011,1442024102,1442024102
ribault_rust,7500000,512,23,7,0.186729624,1442024102,1442024102
ribault_hs,7500000,512,23,1,0.255535841,1442024102,1442024102
ribault_hs,7500000,512,23,2,0.258563840,1442024102,1442024102
ribault_hs,7500000,512,23,3,0.257934526,1442024102,1442024102
ribault_hs,7500000,512,23,4,0.260764522,1442024102,1442024102
ribault_hs,7500000,512,23,5,0.254164535,1442024102,1442024102
ribault_hs,7500000,512,23,6,0.251851692,1442024102,1442024102
ribault_hs,7500000,512,23,7,0.253180978,1442024102,1442024102
strategies,7500000,512,23,1,0.638777082,1442024102,1442024102
strategies,7500000,512,23,2,0.768405035,1442024102,1442024102
strategies,7500000,512,23,3,0.847374699,1442024102,1442024102
strategies,7500000,512,23,4,0.66091588,1442024102,1442024102
strategies,7500000,512,23,5,0.60272037,1442024102,1442024102
strategies,7500000,512,23,6,0.77334012,1442024102,1442024102
strategies,7500000,512,23,7,0.822582394,1442024102,1442024102
parpseq,7500000,512,23,1,1.390934256,1442024102,1442024102
parpseq,7500000,512,23,2,1.388574089,1442024102,1442024102
parpseq,7500000,512,23,3,1.615609713,1442024102,1442024102
parpseq,7500000,512,23,4,1.201684911,1442024102,1442024102
parpseq,7500000,512,23,5,1.371982842,1442024102,1442024102
parpseq,7500000,512,23,6,1.161892358,1442024102,1442024102
parpseq,7500000,512,23,7,1.178141745,1442024102,1442024102
sucuri,7500000,512,23,1,0.5680230371654034,1442024102,1442024102
sucuri,7500000,512,23,2,0.5241032093763351,1442024102,1442024102
sucuri,7500000,512,23,3,0.470782071352005,1442024102,1442024102
sucuri,7500000,512,23,4,0.5732494853436947,1442024102,1442024102
sucuri,7500000,512,23,5,0.5547898784279823,1442024102,1442024102
sucuri,7500000,512,23,6,0.5503116808831692,1442024102,1442024102
sucuri,7500000,512,23,7,0.5487636998295784,1442024102,1442024102
ribault_c,7500000,512,24,1,0.191479409,1442024102,1442024102
ribault_c,7500000,512,24,2,0.221235283,1442024102,1442024102
ribault_c,7500000,512,24,3,0.215809243,1442024102,1442024102
ribault_c,7500000,512,24,4,0.213175075,1442024102,1442024102
ribault_c,7500000,512,24,5,0.213078400,1442024102,1442024102
ribault_c,7500000,512,24,6,0.214986884,1442024102,1442024102
ribault_c,7500000,512,24,7,0.214203009,1442024102,1442024102
ribault_rust,7500000,512,24,1,0.204411733,1442024102,1442024102
ribault_rust,7500000,512,24,2,0.194914353,1442024102,1442024102
ribault_rust,7500000,512,24,3,0.184273579,1442024102,1442024102
ribault_rust,7500000,512,24,4,0.192992633,1442024102,1442024102
ribault_rust,7500000,512,24,5,0.180951011,1442024102,1442024102
ribault_rust,7500000,512,24,6,0.193425133,1442024102,1442024102
ribault_rust,7500000,512,24,7,0.187613657,1442024102,1442024102
ribault_hs,7500000,512,24,1,0.247660742,1442024102,1442024102
ribault_hs,7500000,512,24,2,0.256449103,1442024102,1442024102
ribault_hs,7500000,512,24,3,0.246080450,1442024102,1442024102
ribault_hs,7500000,512,24,4,0.251769625,1442024102,1442024102
ribault_hs,7500000,512,24,5,0.256111915,1442024102,1442024102
ribault_hs,7500000,512,24,6,0.259690923,1442024102,1442024102
ribault_hs,7500000,512,24,7,0.256167160,1442024102,1442024102
strategies,7500000,512,24,1,0.836358283,1442024102,1442024102
strategies,7500000,512,24,2,0.831577965,1442024102,1442024102
strategies,7500000,512,24,3,0.846118307,1442024102,1442024102
strategies,7500000,512,24,4,0.777507396,1442024102,1442024102
strategies,7500000,512,24,5,0.840384289,1442024102,1442024102
strategies,7500000,512,24,6,0.8451475,1442024102,1442024102
strategies,7500000,512,24,7,0.846935035,1442024102,1442024102
parpseq,7500000,512,24,1,1.654434195,1442024102,1442024102
parpseq,7500000,512,24,2,1.028555421,1442024102,1442024102
parpseq,7500000,512,24,3,1.650163457,1442024102,1442024102
parpseq,7500000,512,24,4,1.519598711,1442024102,1442024102
parpseq,7500000,512,24,5,1.263516229,1442024102,1442024102
parpseq,7500000,512,24,6,1.200292325,1442024102,1442024102
parpseq,7500000,512,24,7,1.362354059,1442024102,1442024102
sucuri,7500000,512,24,1,0.5321475155651569,1442024102,1442024102
sucuri,7500000,512,24,2,0.4822434037923813,1442024102,1442024102
sucuri,7500000,512,24,3,0.4729337580502033,1442024102,1442024102
sucuri,7500000,512,24,4,0.5483505912125111,1442024102,1442024102
sucuri,7500000,512,24,5,0.45760156586766243,1442024102,1442024102
sucuri,7500000,512,24,6,0.5383652187883854,1442024102,1442024102
sucuri,7500000,512,24,7,0.533387403935194,1442024102,1442024102
ribault_c,7500000,512,32,1,0.200139422,1442024102,1442024102
ribault_c,7500000,512,32,2,0.209082881,1442024102,1442024102
ribault_c,7500000,512,32,3,0.199216163,1442024102,1442024102
ribault_c,7500000,512,32,4,0.201639555,1442024102,1442024102
ribault_c,7500000,512,32,5,0.219756126,1442024102,1442024102
ribault_c,7500000,512,32,6,0.220719356,1442024102,1442024102
ribault_c,7500000,512,32,7,0.208465550,1442024102,1442024102
ribault_rust,7500000,512,32,1,0.186614225,1442024102,1442024102
ribault_rust,7500000,512,32,2,0.177040851,1442024102,1442024102
ribault_rust,7500000,512,32,3,0.185419576,1442024102,1442024102
ribault_rust,7500000,512,32,4,0.181375847,1442024102,1442024102
ribault_rust,7500000,512,32,5,0.177381459,1442024102,1442024102
ribault_rust,7500000,512,32,6,0.183025491,1442024102,1442024102
ribault_rust,7500000,512,32,7,0.180193665,1442024102,1442024102
ribault_hs,7500000,512,32,1,0.257633709,1442024102,1442024102
ribault_hs,7500000,512,32,2,0.245792431,1442024102,1442024102
ribault_hs,7500000,512,32,3,0.254488938,1442024102,1442024102
ribault_hs,7500000,512,32,4,0.230315951,1442024102,1442024102
ribault_hs,7500000,512,32,5,0.230753054,1442024102,1442024102
ribault_hs,7500000,512,32,6,0.255818010,1442024102,1442024102
ribault_hs,7500000,512,32,7,0.261556824,1442024102,1442024102
strategies,7500000,512,32,1,0.828796468,1442024102,1442024102
strategies,7500000,512,32,2,0.587127819,1442024102,1442024102
strategies,7500000,512,32,3,0.770868251,1442024102,1442024102
strategies,7500000,512,32,4,0.568632774,1442024102,1442024102
strategies,7500000,512,32,5,0.867770555,1442024102,1442024102
strategies,7500000,512,32,6,0.826320979,1442024102,1442024102
strategies,7500000,512,32,7,0.833333523,1442024102,1442024102
parpseq,7500000,512,32,1,1.658458007,1442024102,1442024102
parpseq,7500000,512,32,2,1.653527836,1442024102,1442024102
parpseq,7500000,512,32,3,1.35761729,1442024102,1442024102
parpseq,7500000,512,32,4,1.386851373,1442024102,1442024102
parpseq,7500000,512,32,5,1.316582297,1442024102,1442024102
parpseq,7500000,512,32,6,1.000508244,1442024102,1442024102
parpseq,7500000,512,32,7,1.372212037,1442024102,1442024102
sucuri,7500000,512,32,1,0.4790424183011055,1442024102,1442024102
sucuri,7500000,512,32,2,0.5265231914818287,1442024102,1442024102
sucuri,7500000,512,32,3,0.47148942574858665,1442024102,1442024102
sucuri,7500000,512,32,4,0.5292351059615612,1442024102,1442024102
sucuri,7500000,512,32,5,0.5354973003268242,1442024102,1442024102
sucuri,7500000,512,32,6,0.45698897540569305,1442024102,1442024102
sucuri,7500000,512,32,7,0.4659659154713154,1442024102,1442024102
ribault_c,7500000,512,48,1,0.523978945,1442024102,1442024102
ribault_c,7500000,512,48,2,0.440097467,1442024102,1442024102
ribault_c,7500000,512,48,3,0.519564966,1442024102,1442024102
ribault_c,7500000,512,48,4,0.423447773,1442024102,1442024102
ribault_c,7500000,512,48,5,0.441326784,1442024102,1442024102
ribault_c,7500000,512,48,6,0.366458674,1442024102,1442024102
ribault_c,7500000,512,48,7,0.301514407,1442024102,1442024102
ribault_rust,7500000,512,48,1,0.274774480,1442024102,1442024102
ribault_rust,7500000,512,48,2,0.247470651,1442024102,1442024102
ribault_rust,7500000,512,48,3,0.377456589,1442024102,1442024102
ribault_rust,7500000,512,48,4,0.311311569,1442024102,1442024102
ribault_rust,7500000,512,48,5,0.214862057,1442024102,1442024102
ribault_rust,7500000,512,48,6,0.424319746,1442024102,1442024102
ribault_rust,7500000,512,48,7,0.225003736,1442024102,1442024102
ribault_hs,7500000,512,48,1,0.320336188,1442024102,1442024102
ribault_hs,7500000,512,48,2,0.320087882,1442024102,1442024102
ribault_hs,7500000,512,48,3,0.266579134,1442024102,1442024102
ribault_hs,7500000,512,48,4,0.627119213,1442024102,1442024102
ribault_hs,7500000,512,48,5,0.273952895,1442024102,1442024102
ribault_hs,7500000,512,48,6,0.250907410,1442024102,1442024102
ribault_hs,7500000,512,48,7,0.300257770,1442024102,1442024102
strategies,7500000,512,48,1,0.578737173,1442024102,1442024102
strategies,7500000,512,48,2,0.832380582,1442024102,1442024102
strategies,7500000,512,48,3,0.807613658,1442024102,1442024102
strategies,7500000,512,48,4,0.760958618,1442024102,1442024102
strategies,7500000,512,48,5,0.811469989,1442024102,1442024102
strategies,7500000,512,48,6,0.742966128,1442024102,1442024102
strategies,7500000,512,48,7,0.850902198,1442024102,1442024102
parpseq,7500000,512,48,1,1.651351597,1442024102,1442024102
parpseq,7500000,512,48,2,1.591197644,1442024102,1442024102
parpseq,7500000,512,48,3,1.272412511,1442024102,1442024102
parpseq,7500000,512,48,4,1.278915309,1442024102,1442024102
parpseq,7500000,512,48,5,1.575161632,1442024102,1442024102
parpseq,7500000,512,48,6,1.401354566,1442024102,1442024102
parpseq,7500000,512,48,7,1.281629582,1442024102,1442024102
sucuri,7500000,512,48,1,0.4631759338080883,1442024102,1442024102
sucuri,7500000,512,48,2,0.4624376855790615,1442024102,1442024102
sucuri,7500000,512,48,3,0.47614386305212975,1442024102,1442024102
sucuri,7500000,512,48,4,0.49406613036990166,1442024102,1442024102
sucuri,7500000,512,48,5,0.48127342388033867,1442024102,1442024102
sucuri,7500000,512,48,6,0.5553064309060574,1442024102,1442024102
sucuri,7500000,512,48,7,0.5555761605501175,1442024102,1442024102
seq_haskell,10000000,512,1,1,2.588710847,1026065036,1026065036
seq_haskell,10000000,512,1,2,1.725751011,1026065036,1026065036
seq_haskell,10000000,512,1,3,1.713202503,1026065036,1026065036
seq_haskell,10000000,512,1,4,1.727320986,1026065036,1026065036
seq_haskell,10000000,512,1,5,1.726516642,1026065036,1026065036
seq_haskell,10000000,512,1,6,1.683569635,1026065036,1026065036
seq_haskell,10000000,512,1,7,1.719139533,1026065036,1026065036
seq_c,10000000,512,1,1,0.983804,1026065036,1026065036
seq_c,10000000,512,1,2,0.965910,1026065036,1026065036
seq_c,10000000,512,1,3,0.958971,1026065036,1026065036
seq_c,10000000,512,1,4,0.951328,1026065036,1026065036
seq_c,10000000,512,1,5,0.958494,1026065036,1026065036
seq_c,10000000,512,1,6,0.981185,1026065036,1026065036
seq_c,10000000,512,1,7,0.977621,1026065036,1026065036
seq_rust,10000000,512,1,1,0.731208294,1026065036,1026065036
seq_rust,10000000,512,1,2,0.73854751,1026065036,1026065036
seq_rust,10000000,512,1,3,0.752918572,1026065036,1026065036
seq_rust,10000000,512,1,4,0.74686242,1026065036,1026065036
seq_rust,10000000,512,1,5,0.760512957,1026065036,1026065036
seq_rust,10000000,512,1,6,0.759207482,1026065036,1026065036
seq_rust,10000000,512,1,7,0.745081864,1026065036,1026065036
ribault_c,10000000,512,2,1,0.914592997,1026065036,1026065036
ribault_c,10000000,512,2,2,0.888747121,1026065036,1026065036
ribault_c,10000000,512,2,3,0.835451396,1026065036,1026065036
ribault_c,10000000,512,2,4,0.857624965,1026065036,1026065036
ribault_c,10000000,512,2,5,0.884807715,1026065036,1026065036
ribault_c,10000000,512,2,6,0.698502540,1026065036,1026065036
ribault_c,10000000,512,2,7,0.874594399,1026065036,1026065036
ribault_rust,10000000,512,2,1,0.778173151,1026065036,1026065036
ribault_rust,10000000,512,2,2,0.739584624,1026065036,1026065036
ribault_rust,10000000,512,2,3,0.736075394,1026065036,1026065036
ribault_rust,10000000,512,2,4,0.742892243,1026065036,1026065036
ribault_rust,10000000,512,2,5,0.723841756,1026065036,1026065036
ribault_rust,10000000,512,2,6,0.737792173,1026065036,1026065036
ribault_rust,10000000,512,2,7,0.746481918,1026065036,1026065036
ribault_hs,10000000,512,2,1,0.960017381,1026065036,1026065036
ribault_hs,10000000,512,2,2,0.991026616,1026065036,1026065036
ribault_hs,10000000,512,2,3,0.943140977,1026065036,1026065036
ribault_hs,10000000,512,2,4,0.975640877,1026065036,1026065036
ribault_hs,10000000,512,2,5,0.975040369,1026065036,1026065036
ribault_hs,10000000,512,2,6,0.960277754,1026065036,1026065036
ribault_hs,10000000,512,2,7,0.965011902,1026065036,1026065036
strategies,10000000,512,2,1,1.200121601,1026065036,1026065036
strategies,10000000,512,2,2,1.176164424,1026065036,1026065036
strategies,10000000,512,2,3,1.310492639,1026065036,1026065036
strategies,10000000,512,2,4,1.166978194,1026065036,1026065036
strategies,10000000,512,2,5,1.549589351,1026065036,1026065036
strategies,10000000,512,2,6,1.163704241,1026065036,1026065036
strategies,10000000,512,2,7,1.172982167,1026065036,1026065036
parpseq,10000000,512,2,1,1.321878076,1026065036,1026065036
parpseq,10000000,512,2,2,1.33257733,1026065036,1026065036
parpseq,10000000,512,2,3,1.340625949,1026065036,1026065036
parpseq,10000000,512,2,4,1.349805968,1026065036,1026065036
parpseq,10000000,512,2,5,1.370944308,1026065036,1026065036
parpseq,10000000,512,2,6,1.300545476,1026065036,1026065036
parpseq,10000000,512,2,7,2.105475661,1026065036,1026065036
sucuri,10000000,512,2,1,2.803101923316717,1026065036,1026065036
sucuri,10000000,512,2,2,2.0125192664563656,1026065036,1026065036
sucuri,10000000,512,2,3,2.0706558264791965,1026065036,1026065036
sucuri,10000000,512,2,4,2.0687872245907784,1026065036,1026065036
sucuri,10000000,512,2,5,2.1013727001845837,1026065036,1026065036
sucuri,10000000,512,2,6,2.0677905455231667,1026065036,1026065036
sucuri,10000000,512,2,7,2.1087862886488438,1026065036,1026065036
ribault_c,10000000,512,3,1,0.658628070,1026065036,1026065036
ribault_c,10000000,512,3,2,0.617970931,1026065036,1026065036
ribault_c,10000000,512,3,3,0.658345842,1026065036,1026065036
ribault_c,10000000,512,3,4,0.562243974,1026065036,1026065036
ribault_c,10000000,512,3,5,0.667500081,1026065036,1026065036
ribault_c,10000000,512,3,6,0.619483281,1026065036,1026065036
ribault_c,10000000,512,3,7,0.600272636,1026065036,1026065036
ribault_rust,10000000,512,3,1,0.589296262,1026065036,1026065036
ribault_rust,10000000,512,3,2,0.541490924,1026065036,1026065036
ribault_rust,10000000,512,3,3,0.553217669,1026065036,1026065036
ribault_rust,10000000,512,3,4,0.560047153,1026065036,1026065036
ribault_rust,10000000,512,3,5,0.566464793,1026065036,1026065036
ribault_rust,10000000,512,3,6,0.523632500,1026065036,1026065036
ribault_rust,10000000,512,3,7,0.537352764,1026065036,1026065036
ribault_hs,10000000,512,3,1,0.727523646,1026065036,1026065036
ribault_hs,10000000,512,3,2,0.695953685,1026065036,1026065036
ribault_hs,10000000,512,3,3,0.704064600,1026065036,1026065036
ribault_hs,10000000,512,3,4,0.674524247,1026065036,1026065036
ribault_hs,10000000,512,3,5,0.731776973,1026065036,1026065036
ribault_hs,10000000,512,3,6,0.695373621,1026065036,1026065036
ribault_hs,10000000,512,3,7,0.732911282,1026065036,1026065036
strategies,10000000,512,3,1,1.019926728,1026065036,1026065036
strategies,10000000,512,3,2,1.112327344,1026065036,1026065036
strategies,10000000,512,3,3,1.02469576,1026065036,1026065036
strategies,10000000,512,3,4,1.070637245,1026065036,1026065036
strategies,10000000,512,3,5,0.986738072,1026065036,1026065036
strategies,10000000,512,3,6,1.26778351,1026065036,1026065036
strategies,10000000,512,3,7,1.081093617,1026065036,1026065036
parpseq,10000000,512,3,1,1.296630779,1026065036,1026065036
parpseq,10000000,512,3,2,1.310023516,1026065036,1026065036
parpseq,10000000,512,3,3,1.286512383,1026065036,1026065036
parpseq,10000000,512,3,4,2.113867698,1026065036,1026065036
parpseq,10000000,512,3,5,1.317091243,1026065036,1026065036
parpseq,10000000,512,3,6,1.287827997,1026065036,1026065036
parpseq,10000000,512,3,7,1.351405006,1026065036,1026065036
sucuri,10000000,512,3,1,1.6380626112222672,1026065036,1026065036
sucuri,10000000,512,3,2,1.355676680803299,1026065036,1026065036
sucuri,10000000,512,3,3,1.2191564701497555,1026065036,1026065036
sucuri,10000000,512,3,4,1.2613693922758102,1026065036,1026065036
sucuri,10000000,512,3,5,1.2184268608689308,1026065036,1026065036
sucuri,10000000,512,3,6,1.250856451690197,1026065036,1026065036
sucuri,10000000,512,3,7,1.3849077112972736,1026065036,1026065036
ribault_c,10000000,512,4,1,0.533450488,1026065036,1026065036
ribault_c,10000000,512,4,2,0.523887058,1026065036,1026065036
ribault_c,10000000,512,4,3,0.522240391,1026065036,1026065036
ribault_c,10000000,512,4,4,0.534453627,1026065036,1026065036
ribault_c,10000000,512,4,5,0.495675361,1026065036,1026065036
ribault_c,10000000,512,4,6,0.514739357,1026065036,1026065036
ribault_c,10000000,512,4,7,0.523597550,1026065036,1026065036
ribault_rust,10000000,512,4,1,0.468764970,1026065036,1026065036
ribault_rust,10000000,512,4,2,0.470215647,1026065036,1026065036
ribault_rust,10000000,512,4,3,0.445353949,1026065036,1026065036
ribault_rust,10000000,512,4,4,0.508251525,1026065036,1026065036
ribault_rust,10000000,512,4,5,0.447487048,1026065036,1026065036
ribault_rust,10000000,512,4,6,0.458824774,1026065036,1026065036
ribault_rust,10000000,512,4,7,0.417366537,1026065036,1026065036
ribault_hs,10000000,512,4,1,0.637516951,1026065036,1026065036
ribault_hs,10000000,512,4,2,0.569467827,1026065036,1026065036
ribault_hs,10000000,512,4,3,0.604343642,1026065036,1026065036
ribault_hs,10000000,512,4,4,0.611699867,1026065036,1026065036
ribault_hs,10000000,512,4,5,0.611753727,1026065036,1026065036
ribault_hs,10000000,512,4,6,0.574903162,1026065036,1026065036
ribault_hs,10000000,512,4,7,0.564741189,1026065036,1026065036
strategies,10000000,512,4,1,1.166576522,1026065036,1026065036
strategies,10000000,512,4,2,0.959853497,1026065036,1026065036
strategies,10000000,512,4,3,1.268340903,1026065036,1026065036
strategies,10000000,512,4,4,0.917655321,1026065036,1026065036
strategies,10000000,512,4,5,0.936857478,1026065036,1026065036
strategies,10000000,512,4,6,1.170553479,1026065036,1026065036
strategies,10000000,512,4,7,0.8917776,1026065036,1026065036
parpseq,10000000,512,4,1,1.953580947,1026065036,1026065036
parpseq,10000000,512,4,2,1.333906473,1026065036,1026065036
parpseq,10000000,512,4,3,1.331570936,1026065036,1026065036
parpseq,10000000,512,4,4,1.335382817,1026065036,1026065036
parpseq,10000000,512,4,5,1.343743301,1026065036,1026065036
parpseq,10000000,512,4,6,1.512078061,1026065036,1026065036
parpseq,10000000,512,4,7,1.827523241,1026065036,1026065036
sucuri,10000000,512,4,1,1.1412448659539223,1026065036,1026065036
sucuri,10000000,512,4,2,1.0118195712566376,1026065036,1026065036
sucuri,10000000,512,4,3,0.946875523775816,1026065036,1026065036
sucuri,10000000,512,4,4,0.9590594992041588,1026065036,1026065036
sucuri,10000000,512,4,5,0.9493742845952511,1026065036,1026065036
sucuri,10000000,512,4,6,0.9473797753453255,1026065036,1026065036
sucuri,10000000,512,4,7,0.9363488033413887,1026065036,1026065036
ribault_c,10000000,512,7,1,0.399074745,1026065036,1026065036
ribault_c,10000000,512,7,2,0.376413307,1026065036,1026065036
ribault_c,10000000,512,7,3,0.384998779,1026065036,1026065036
ribault_c,10000000,512,7,4,0.416652339,1026065036,1026065036
ribault_c,10000000,512,7,5,0.417339755,1026065036,1026065036
ribault_c,10000000,512,7,6,0.414203331,1026065036,1026065036
ribault_c,10000000,512,7,7,0.400364653,1026065036,1026065036
ribault_rust,10000000,512,7,1,0.362244954,1026065036,1026065036
ribault_rust,10000000,512,7,2,0.352330230,1026065036,1026065036
ribault_rust,10000000,512,7,3,0.342476698,1026065036,1026065036
ribault_rust,10000000,512,7,4,0.369806967,1026065036,1026065036
ribault_rust,10000000,512,7,5,0.351095476,1026065036,1026065036
ribault_rust,10000000,512,7,6,0.336563244,1026065036,1026065036
ribault_rust,10000000,512,7,7,0.346608507,1026065036,1026065036
ribault_hs,10000000,512,7,1,0.477639277,1026065036,1026065036
ribault_hs,10000000,512,7,2,0.469433516,1026065036,1026065036
ribault_hs,10000000,512,7,3,0.479093552,1026065036,1026065036
ribault_hs,10000000,512,7,4,0.447833449,1026065036,1026065036
ribault_hs,10000000,512,7,5,0.486939605,1026065036,1026065036
ribault_hs,10000000,512,7,6,0.476433010,1026065036,1026065036
ribault_hs,10000000,512,7,7,0.494646346,1026065036,1026065036
strategies,10000000,512,7,1,1.105455768,1026065036,1026065036
strategies,10000000,512,7,2,1.117890112,1026065036,1026065036
strategies,10000000,512,7,3,0.91801251,1026065036,1026065036
strategies,10000000,512,7,4,0.856483673,1026065036,1026065036
strategies,10000000,512,7,5,1.231170918,1026065036,1026065036
strategies,10000000,512,7,6,0.856204712,1026065036,1026065036
strategies,10000000,512,7,7,1.100104773,1026065036,1026065036
parpseq,10000000,512,7,1,1.283659829,1026065036,1026065036
parpseq,10000000,512,7,2,2.17355326,1026065036,1026065036
parpseq,10000000,512,7,3,1.515063376,1026065036,1026065036
parpseq,10000000,512,7,4,1.335077276,1026065036,1026065036
parpseq,10000000,512,7,5,1.636862277,1026065036,1026065036
parpseq,10000000,512,7,6,1.315668501,1026065036,1026065036
parpseq,10000000,512,7,7,1.296312937,1026065036,1026065036
sucuri,10000000,512,7,1,1.2426735870540142,1026065036,1026065036
sucuri,10000000,512,7,2,1.0752454474568367,1026065036,1026065036
sucuri,10000000,512,7,3,0.9354875199496746,1026065036,1026065036
sucuri,10000000,512,7,4,0.9302751384675503,1026065036,1026065036
sucuri,10000000,512,7,5,0.9324475415050983,1026065036,1026065036
sucuri,10000000,512,7,6,0.9729670844972134,1026065036,1026065036
sucuri,10000000,512,7,7,0.9179564230144024,1026065036,1026065036
ribault_c,10000000,512,8,1,0.371804568,1026065036,1026065036
ribault_c,10000000,512,8,2,0.394684967,1026065036,1026065036
ribault_c,10000000,512,8,3,0.368739100,1026065036,1026065036
ribault_c,10000000,512,8,4,0.377664071,1026065036,1026065036
ribault_c,10000000,512,8,5,0.357182386,1026065036,1026065036
ribault_c,10000000,512,8,6,0.383603570,1026065036,1026065036
ribault_c,10000000,512,8,7,0.387780059,1026065036,1026065036
ribault_rust,10000000,512,8,1,0.350163759,1026065036,1026065036
ribault_rust,10000000,512,8,2,0.323724521,1026065036,1026065036
ribault_rust,10000000,512,8,3,0.347390232,1026065036,1026065036
ribault_rust,10000000,512,8,4,0.314770317,1026065036,1026065036
ribault_rust,10000000,512,8,5,0.329925479,1026065036,1026065036
ribault_rust,10000000,512,8,6,0.321416131,1026065036,1026065036
ribault_rust,10000000,512,8,7,0.315406182,1026065036,1026065036
ribault_hs,10000000,512,8,1,0.471945353,1026065036,1026065036
ribault_hs,10000000,512,8,2,0.474831184,1026065036,1026065036
ribault_hs,10000000,512,8,3,0.461623679,1026065036,1026065036
ribault_hs,10000000,512,8,4,0.476579180,1026065036,1026065036
ribault_hs,10000000,512,8,5,0.466347620,1026065036,1026065036
ribault_hs,10000000,512,8,6,0.452443239,1026065036,1026065036
ribault_hs,10000000,512,8,7,0.457305552,1026065036,1026065036
strategies,10000000,512,8,1,1.125408961,1026065036,1026065036
strategies,10000000,512,8,2,1.098032048,1026065036,1026065036
strategies,10000000,512,8,3,1.211908193,1026065036,1026065036
strategies,10000000,512,8,4,1.189541802,1026065036,1026065036
strategies,10000000,512,8,5,1.212094057,1026065036,1026065036
strategies,10000000,512,8,6,1.102914708,1026065036,1026065036
strategies,10000000,512,8,7,1.102045986,1026065036,1026065036
parpseq,10000000,512,8,1,2.00304856,1026065036,1026065036
parpseq,10000000,512,8,2,2.128515744,1026065036,1026065036
parpseq,10000000,512,8,3,1.484838458,1026065036,1026065036
parpseq,10000000,512,8,4,1.777163231,1026065036,1026065036
parpseq,10000000,512,8,5,1.320482771,1026065036,1026065036
parpseq,10000000,512,8,6,1.279428803,1026065036,1026065036
parpseq,10000000,512,8,7,1.503023267,1026065036,1026065036
sucuri,10000000,512,8,1,1.2023679614067078,1026065036,1026065036
sucuri,10000000,512,8,2,0.9331787936389446,1026065036,1026065036
sucuri,10000000,512,8,3,0.9781815446913242,1026065036,1026065036
sucuri,10000000,512,8,4,0.9351731948554516,1026065036,1026065036
sucuri,10000000,512,8,5,0.9553145691752434,1026065036,1026065036
sucuri,10000000,512,8,6,0.9124099835753441,1026065036,1026065036
sucuri,10000000,512,8,7,0.9381141550838947,1026065036,1026065036
ribault_c,10000000,512,13,1,0.306901135,1026065036,1026065036
ribault_c,10000000,512,13,2,0.327637998,1026065036,1026065036
ribault_c,10000000,512,13,3,0.332538714,1026065036,1026065036
ribault_c,10000000,512,13,4,0.321637738,1026065036,1026065036
ribault_c,10000000,512,13,5,0.342658068,1026065036,1026065036
ribault_c,10000000,512,13,6,0.346163333,1026065036,1026065036
ribault_c,10000000,512,13,7,0.331937675,1026065036,1026065036
ribault_rust,10000000,512,13,1,0.277235268,1026065036,1026065036
ribault_rust,10000000,512,13,2,0.276216727,1026065036,1026065036
ribault_rust,10000000,512,13,3,0.280829764,1026065036,1026065036
ribault_rust,10000000,512,13,4,0.282734404,1026065036,1026065036
ribault_rust,10000000,512,13,5,0.291114926,1026065036,1026065036
ribault_rust,10000000,512,13,6,0.275473235,1026065036,1026065036
ribault_rust,10000000,512,13,7,0.280433233,1026065036,1026065036
ribault_hs,10000000,512,13,1,0.399401594,1026065036,1026065036
ribault_hs,10000000,512,13,2,0.390828777,1026065036,1026065036
ribault_hs,10000000,512,13,3,0.387596886,1026065036,1026065036
